id,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,y
2207,43,51.6,892188,1960,жен.,высшее,49097.0,0,103.305,0,средний,1,0,0.0085,0.07,43000.0,0.718,1,0
2208,55,77.1,1922486,1955,жен.,среднее,13868.0,0,102.817,0,средний,1,1,0.0081,-2.46,158000.0,0.089,2,0
2209,40,103.3,1007670,1998,жен.,высшее,14317.0,1,113.22,0,NA,1,1,0.0089,1.2,161000.0,0.583,3,0
2210,59,76.5,402364,1983,муж.,среднее,13072.0,0,86.56,0,высокий,1,1,0.0074,-0.26,138000.0,0.662,2,0
2211,59,28.0,1315975,1980,муж.,неоконч. высшее,45833.0,0,101.936,0,средний,1,0,0.007,0.01,62000.0,0.827,3,0
2212,54,71.2,945847,1987,муж.,высшее,67599.0,0,113.873,0,низкий,1,0,0.0077,-1.03,102000.0,0.257,4,0
2213,88,115.3,1779798,1995,муж.,начальное,17533.0,0,99.423,0,низкий,1,1,0.0078,-0.23,10000.0,0.949,1,0
2214,27,50.2,1866080,1981,муж.,начальное,52592.0,0,101.907,0,низкий,1,1,0.0074,1.76,144000.0,0.385,2,0
2215,70,82.2,1912966,1984,жен.,среднее,60044.0,0,100.22,0,низкий,1,0,0.0091,3.21,121000.0,0.701,2,0
2216,10,64.3,159235,1963,муж.,ср. специальное,73115.0,0,116.237,0,высокий,1,0,0.0074,4.41,96000.0,0.344,3,0
2217,85,124.5,261086,1980,жен.,высшее,22577.0,0,112.874,0,низкий,1,0,0.0088,-0.7,167000.0,0.534,3,0
2218,20,72.8,2060097,2000,жен.,высшее,52015.0,0,91.64,0,средний,0,1,0.0095,2.89,25000.0,0.182,1,0
2219,59,99.3,1848049,1985,NA,среднее,37919.0,0,101.702,0,высокий,1,0,0.0069,4.14,96000.0,0.773,3,0
2220,71,56.9,2223061,1979,жен.,неоконч. высшее,48272.0,0,114.671,0,высокий,1,1,0.007,2.11,91000.0,0.453,1,0
2221,26,66.6,1592866,1949,муж.,уч. степень,46645.0,0,88.844,0,средний,1,1,0.0075,0.69,165000.0,0.534,2,0
2222,66,55.4,287808,1965,жен.,среднее,57091.0,0,102.219,0,средний,0,0,0.0094,0.29,19000.0,0.916,3,0
2223,64,63.8,1168274,1984,жен.,высшее,17669.0,0,105.497,0,средний,1,1,0.007,0.81,92000.0,0.696,3,0
2224,14,109.2,642941,2002,муж.,ср. специальное,38976.0,0,92.879,0,средний,1,0,0.0073,1.23,27000.0,0.033,1,0
2225,70,45.4,241532,1993,муж.,высшее,32020.0,0,104.285,0,низкий,0,1,0.0071,-1.42,45000.0,0.597,2,0
2226,57,64.1,2104700,1985,NA,ср. специальное,10793.0,0,115.961,0,низкий,0,1,0.0069,3.62,127000.0,0.215,1,0
2227,52,55.4,327924,2002,жен.,ср. общ.,88923.0,0,122.039,0,низкий,0,1,0.008,-1.1,143000.0,0.092,2,0
2228,81,37.7,422201,1981,муж.,ср. специальное,38651.0,0,103.577,0,средний,1,1,0.0069,-2.84,13000.0,0.615,1,0
2229,16,37.6,1901853,1968,муж.,высшее,77735.0,1,81.175,0,высокий,1,0,0.0075,-0.25,108000.0,0.694,1,0
2230,79,49.6,1270811,1947,жен.,ср. специальное,82038.0,1,109.613,0,средний,0,0,0.0083,-4.71,20000.0,0.306,1,0
2231,63,68.5,982543,1988,муж.,среднее,50747.0,0,106.422,0,высокий,0,1,0.0083,-0.56,97000.0,0.859,3,0
2232,60,89.2,1637108,1976,жен.,неоконч. высшее,35302.0,0,106.636,0,средний,1,1,0.0092,-0.23,111000.0,0.21,2,0
2233,41,102.1,1634424,2001,муж.,среднее,16453.0,0,104.507,0,средний,1,1,0.0081,4.46,181000.0,0.543,3,0
2234,87,28.4,1654498,1975,муж.,среднее,70339.0,0,104.83,0,высокий,1,1,0.0072,0.84,48000.0,0.991,3,0
2235,49,105.8,275185,1973,муж.,среднее,22522.0,0,86.361,0,низкий,0,1,0.0081,1.88,43000.0,0.362,2,0
2236,48,50.7,1542818,1954,муж.,ср. общ.,23574.0,1,90.46,0,средний,1,1,0.0084,-0.13,53000.0,0.629,1,0
2237,29,60.3,2097876,1997,жен.,среднее,62969.0,0,81.394,0,низкий,1,1,0.0092,-0.18,119000.0,0.751,1,0
2238,23,87.8,1045596,1989,жен.,среднее,30775.0,1,90.248,0,средний,1,0,0.0076,-0.74,168000.0,0.902,4,1
2239,51,60.2,1256069,1971,муж.,ср. общ.,48997.0,0,101.737,0,средний,1,0,0.0071,0.15,217000.0,0.824,2,0
2240,78,90.8,1585360,2002,муж.,среднее,36138.0,0,103.988,0,средний,1,0,0.0094,0.71,84000.0,0.036,3,0
2241,85,42.8,1579153,1958,жен.,высшее,42569.0,0,105.404,0,средний,1,0,0.008,0.78,103000.0,0.799,3,0
2242,69,59.2,153911,1989,жен.,среднее,29798.0,1,97.903,0,низкий,1,0,0.007,3.42,317000.0,0.232,1,0
2243,29,45.9,2014473,2002,NA,ср. специальное,35389.0,0,105.769,0,средний,0,0,0.0072,0.82,11000.0,0.134,3,0
2244,45,72.6,222422,1996,муж.,неоконч. высшее,47760.0,1,103.02,0,средний,1,0,0.0076,-1.41,75000.0,0.771,2,0
2245,78,61.6,1774822,1984,муж.,среднее,56948.0,0,98.825,0,средний,1,1,0.0075,1.48,43000.0,0.065,3,0
2246,46,90.9,781684,1993,жен.,среднее,39892.0,1,103.398,0,средний,1,1,0.0093,3.0,56000.0,0.687,4,0
2247,64,99.3,375459,1975,жен.,ср. специальное,59086.0,1,116.527,0,средний,1,1,0.007,-1.81,53000.0,0.223,2,0
2248,13,84.5,1222119,1976,жен.,высшее,30733.0,1,102.743,0,средний,1,1,0.0091,1.94,35000.0,0.589,3,0
2249,42,66.2,1282938,1996,жен.,высшее,72526.0,0,89.521,0,низкий,1,1,0.0074,0.91,123000.0,0.711,3,0
2250,87,51.9,788681,1969,жен.,ср. специальное,46289.0,0,100.722,0,средний,0,1,0.007,0.01,42000.0,0.034,3,0
2251,54,54.8,352115,1974,жен.,ср. общ.,33178.0,1,111.659,0,средний,1,1,0.0078,-0.86,96000.0,0.114,1,1
2252,73,54.6,561798,2002,жен.,высшее,25222.0,1,90.199,0,средний,1,0,0.0093,1.53,198000.0,0.18,2,0
2253,67,59.4,210113,1974,муж.,ср. общ.,27244.0,1,83.007,0,средний,0,0,0.0072,-1.99,231000.0,0.48,2,0
2254,39,88.2,982778,1973,муж.,среднее,45428.0,0,107.783,0,высокий,0,0,0.0094,-3.11,75000.0,0.177,1,0
2255,36,42.9,622997,1948,жен.,среднее,79151.0,0,100.579,0,высокий,1,1,0.0076,-0.27,99000.0,0.525,3,0
2256,84,71.0,1767820,1981,муж.,среднее,56183.0,0,102.042,0,средний,1,1,0.0092,0.34,107000.0,0.859,2,0
2257,12,98.8,2227333,1989,жен.,неоконч. высшее,31029.0,0,96.311,0,низкий,1,1,0.007,0.14,43000.0,0.315,2,0
2258,27,62.7,1376547,1971,жен.,высшее,26214.0,0,115.156,0,средний,1,1,0.0079,3.29,119000.0,0.415,3,0
2259,66,83.0,2210638,1964,NA,уч. степень,32725.0,0,97.653,0,низкий,1,1,0.007,3.96,248000.0,0.068,2,0
2260,40,93.7,1487088,1983,жен.,среднее,48021.0,0,120.491,0,средний,0,0,0.0091,1.12,24000.0,0.22,4,0
2261,66,28.0,429431,1986,жен.,NA,26420.0,0,101.089,0,средний,1,1,0.0089,-1.15,96000.0,0.418,3,0
2262,37,80.3,2191641,1972,муж.,ср. общ.,48708.0,0,113.986,0,средний,1,0,0.009,-1.41,193000.0,0.115,1,0
2263,88,35.9,731816,1980,муж.,высшее,38260.0,1,123.075,0,средний,1,0,0.0094,-0.81,83000.0,0.888,1,0
2264,35,86.3,1963133,1985,муж.,высшее,41116.0,0,90.313,0,низкий,1,0,0.0072,0.13,50000.0,0.379,1,0
2265,81,97.7,1402395,1992,жен.,NA,48396.0,0,109.463,0,средний,0,1,0.0076,0.08,213000.0,0.65,1,0
2266,39,71.8,1670831,1988,жен.,ср. общ.,37819.0,1,115.289,0,высокий,0,1,0.0076,1.71,42000.0,0.956,2,0
2267,37,63.5,1475343,1969,муж.,ср. специальное,46704.0,0,112.292,0,высокий,1,1,0.0072,-0.3,35000.0,0.84,2,0
2268,27,62.5,1053649,1975,муж.,высшее,48593.0,1,101.521,0,низкий,0,1,0.0082,0.76,52000.0,0.994,1,0
2269,83,69.3,1295540,2002,муж.,ср. общ.,61916.0,0,98.134,0,низкий,1,1,0.0096,1.47,87000.0,0.959,1,0
2270,77,102.9,1498138,1983,жен.,ср. общ.,37027.0,0,93.766,0,средний,1,0,0.0092,2.16,97000.0,0.401,3,0
2271,30,92.1,1628678,1982,жен.,ср. общ.,69284.0,1,114.786,0,низкий,1,1,0.0085,1.17,140000.0,0.483,3,0
2272,12,51.0,184758,2001,жен.,среднее,15697.0,0,106.825,0,средний,1,1,0.0095,0.78,47000.0,0.941,2,0
2273,20,97.3,1754219,1980,муж.,высшее,36317.0,1,98.698,0,низкий,0,1,0.0089,0.55,14000.0,0.026,1,0
2274,42,43.3,233816,1966,жен.,ср. специальное,11666.0,1,96.19,0,низкий,1,1,0.0084,0.32,37000.0,0.453,3,0
2275,97,73.0,979994,1986,жен.,неоконч. высшее,42915.0,0,101.988,0,низкий,1,0,0.0088,-3.23,29000.0,0.16,4,0
2276,94,51.4,1598131,1959,жен.,NA,40230.0,1,111.035,0,средний,1,1,0.0069,1.39,214000.0,0.445,1,0
2277,32,56.8,1175540,1971,муж.,уч. степень,33534.0,0,103.642,0,низкий,0,0,0.0094,2.1,184000.0,0.635,3,0
2278,49,64.6,852535,1994,муж.,высшее,36367.0,0,104.284,0,средний,1,1,0.0088,2.5,33000.0,0.552,2,0
2279,58,95.9,1289283,1981,жен.,среднее,67376.0,0,83.45,0,низкий,1,1,0.0082,-2.16,96000.0,0.309,3,0
2280,65,47.4,521907,1965,муж.,высшее,67583.0,0,88.286,0,низкий,1,1,0.0086,-2.08,105000.0,0.11,1,0
2281,32,96.9,1435190,1990,жен.,неоконч. высшее,53318.0,0,102.059,0,низкий,1,0,0.0073,1.94,69000.0,0.689,1,0
2282,93,79.4,2130559,1989,муж.,ср. общ.,29307.0,0,91.45,0,средний,1,0,0.009,-1.45,157000.0,0.982,2,0
2283,92,98.5,1401940,1962,жен.,высшее,35300.0,0,122.073,0,средний,1,0,0.0075,2.95,43000.0,0.092,2,0
2284,56,120.0,1146589,1954,жен.,ср. общ.,50673.0,1,112.029,0,средний,1,1,0.0076,-1.27,118000.0,0.356,2,0
2285,14,79.2,931277,1969,жен.,высшее,35258.0,1,103.695,0,средний,0,0,0.0081,-0.53,90000.0,0.73,2,0
2286,59,81.1,1826846,1989,муж.,среднее,16383.0,0,99.9,0,средний,1,0,0.0073,-0.03,141000.0,0.884,4,0
2287,18,47.1,2155363,1992,муж.,среднее,60838.0,0,101.379,0,низкий,1,0,0.0072,2.93,33000.0,0.6,1,0
2288,61,74.7,1449422,1987,муж.,среднее,19564.0,0,103.694,0,NA,1,0,0.0095,0.21,101000.0,0.93,3,0
2289,94,71.0,320913,1952,муж.,начальное,33106.0,0,112.51,0,средний,0,1,0.0088,-0.45,86000.0,0.717,1,0
2290,55,83.0,1737992,1998,муж.,высшее,56318.0,0,111.932,0,низкий,1,1,0.0096,-0.29,242000.0,0.232,2,0
2291,25,80.8,725118,1995,жен.,высшее,74286.0,1,115.096,0,высокий,0,0,0.0071,-2.12,24000.0,0.672,1,0
2292,19,83.8,1731866,2002,жен.,ср. общ.,49241.0,0,93.082,0,низкий,1,0,0.0082,-1.71,51000.0,0.219,2,0
2293,96,94.7,574894,1980,жен.,высшее,38452.0,0,117.507,0,низкий,1,1,0.0087,0.58,111000.0,0.334,1,0
2294,39,30.4,1208426,1979,жен.,уч. степень,32464.0,0,104.052,0,средний,0,0,0.0069,-3.07,253000.0,0.791,3,0
2295,90,71.7,909131,1948,муж.,высшее,36210.0,0,98.751,0,средний,1,1,0.007,-0.22,121000.0,0.166,2,0
2296,92,35.8,998064,1969,муж.,ср. общ.,76339.0,0,95.224,0,высокий,0,0,0.0072,-0.37,116000.0,0.649,3,0
2297,90,28.0,2224690,1979,муж.,ср. специальное,64388.0,0,98.439,0,высокий,1,0,0.0088,0.57,94000.0,0.901,1,0
2298,19,59.1,1602301,2000,жен.,ср. специальное,29696.0,1,79.873,0,средний,1,1,0.0074,-0.13,77000.0,0.232,3,0
2299,33,81.6,181680,1965,муж.,среднее,84137.0,0,116.62,0,средний,1,1,0.0075,-3.28,10000.0,0.894,3,0
2300,44,76.6,526957,1989,муж.,среднее,34181.0,0,101.705,0,низкий,1,1,0.0078,1.13,61000.0,0.206,5,0
2301,34,64.1,1455210,2002,муж.,ср. общ.,49065.0,1,107.215,1,средний,1,1,0.0088,-0.38,191000.0,0.886,2,0
2302,19,72.3,1538782,1975,жен.,начальное,25334.0,0,104.027,0,средний,0,0,0.007,-2.27,38000.0,0.652,2,0
2303,27,44.1,1124813,1974,жен.,начальное,29099.0,1,124.221,0,средний,1,1,0.0086,1.28,151000.0,0.611,3,0
2304,54,60.8,1836066,2000,муж.,среднее,24083.0,0,98.581,0,низкий,1,1,0.0069,0.73,200000.0,0.333,3,0
2305,25,86.9,1733242,1997,муж.,среднее,34665.0,1,110.624,0,низкий,1,0,0.007,-1.42,63000.0,0.176,1,0
2306,51,62.4,535772,1970,жен.,высшее,15750.0,0,102.389,0,высокий,1,0,0.0078,-1.24,146000.0,0.958,4,0
2307,51,45.3,1374354,1996,муж.,ср. общ.,61002.0,0,88.615,0,средний,0,1,0.0081,-2.47,197000.0,0.45,3,0
2308,39,83.6,1099862,1968,муж.,неоконч. высшее,27934.0,1,95.045,0,низкий,1,0,0.0082,-4.37,53000.0,0.358,3,0
2309,23,88.2,1525569,1965,жен.,среднее,46025.0,0,119.651,1,низкий,0,0,0.0075,0.84,73000.0,0.134,1,0
2310,15,60.1,2069031,1993,жен.,ср. специальное,40211.0,0,93.923,0,низкий,1,1,0.0081,-0.12,162000.0,0.098,1,0
2311,14,29.3,745566,1960,муж.,ср. специальное,19734.0,1,110.418,0,низкий,0,0,0.0083,1.55,279000.0,0.744,1,0
2312,42,91.4,1333896,1986,муж.,среднее,36128.0,0,106.063,0,средний,1,1,0.0074,-2.41,76000.0,0.059,1,0
2313,88,75.2,2115287,1984,жен.,высшее,46456.0,1,97.259,0,средний,1,0,0.0093,1.2,52000.0,0.471,2,0
2314,39,74.4,849010,1965,жен.,неоконч. высшее,47495.0,0,108.842,0,средний,1,0,0.0076,2.61,19000.0,0.931,2,0
2315,38,60.0,1349383,1976,муж.,начальное,49546.0,0,105.513,0,высокий,1,1,0.0086,1.29,155000.0,0.596,5,0
2316,12,120.8,1652675,1953,NA,среднее,57773.0,0,110.571,0,средний,1,1,0.0076,1.8,21000.0,0.832,2,0
2317,29,56.6,363088,1985,муж.,ср. специальное,37245.0,0,106.011,0,средний,1,0,0.0089,0.0,260000.0,0.168,4,0
2318,62,85.2,173088,1986,муж.,неоконч. высшее,68844.0,1,95.961,0,низкий,1,1,0.0088,-0.73,13000.0,0.029,2,0
2319,82,97.7,1219962,1965,жен.,уч. степень,54280.0,0,107.047,0,средний,1,1,0.0088,-0.72,33000.0,0.276,3,0
2320,44,58.6,492585,1972,муж.,ср. специальное,56662.0,1,99.64,0,низкий,0,1,0.0091,-0.62,30000.0,0.452,2,0
2321,48,55.3,363596,1993,муж.,среднее,40198.0,0,100.283,0,средний,0,0,0.009,1.11,82000.0,0.176,2,0
2322,11,97.8,673054,1992,жен.,начальное,28691.0,0,96.377,0,высокий,1,1,0.0084,1.13,172000.0,0.41,1,0
2323,70,54.5,1949945,1976,жен.,среднее,36950.0,0,108.008,0,низкий,1,0,0.0081,-2.12,97000.0,0.502,1,0
2324,22,78.3,1312519,1970,жен.,ср. специальное,39241.0,0,116.401,0,высокий,1,1,0.008,-2.52,53000.0,0.215,2,0
2325,20,55.6,2153486,2002,муж.,NA,26509.0,1,90.546,0,высокий,1,1,0.008,4.51,239000.0,0.888,1,0
2326,94,88.9,1485550,1983,муж.,высшее,10713.0,0,121.742,0,средний,1,1,0.007,-1.63,204000.0,0.126,2,0
2327,46,55.0,377383,1998,муж.,высшее,53010.0,0,98.296,0,средний,0,1,0.0081,-0.4,100000.0,0.408,3,0
2328,13,78.0,478150,1993,муж.,высшее,40574.0,0,110.267,0,средний,0,0,0.0079,3.09,170000.0,0.46,2,0
2329,97,72.6,1764660,1972,муж.,среднее,19332.0,0,94.173,0,низкий,1,0,0.0088,-1.25,135000.0,0.793,2,0
2330,34,47.7,690867,1965,жен.,среднее,42195.0,1,109.668,0,средний,0,1,0.0072,-0.81,141000.0,0.175,3,0
2331,13,68.4,1999974,1975,NA,неоконч. высшее,24940.0,0,96.981,0,средний,1,0,0.0087,2.06,27000.0,0.117,5,0
2332,70,68.5,524049,1965,жен.,ср. специальное,16532.0,0,97.696,0,высокий,1,1,0.0093,-1.11,55000.0,0.654,1,0
2333,30,71.9,1467736,1970,муж.,среднее,17021.0,1,95.856,0,низкий,0,1,0.0083,-2.29,312000.0,0.405,2,0
2334,62,60.8,1726631,1980,жен.,среднее,84451.0,0,117.557,0,низкий,1,1,0.0082,0.16,184000.0,0.527,2,0
2335,72,81.8,1378427,1962,муж.,ср. специальное,79662.0,0,108.737,0,низкий,1,0,0.0075,1.79,67000.0,0.45,1,0
2336,14,68.2,2228942,1979,муж.,среднее,14909.0,0,107.991,1,средний,1,1,0.0072,-0.6,29000.0,0.887,4,0
2337,25,61.5,1628043,1964,муж.,среднее,49786.0,0,103.156,0,средний,0,1,0.0091,-2.29,117000.0,0.081,3,0
2338,33,84.0,1404934,2000,муж.,неоконч. высшее,17060.0,0,91.69,1,средний,1,0,0.0075,4.31,251000.0,0.549,1,0
2339,90,58.5,472296,1989,жен.,уч. степень,55606.0,0,114.606,0,низкий,1,1,0.0089,1.3,95000.0,0.208,1,0
2340,91,61.9,1387084,1994,муж.,высшее,46912.0,0,102.836,0,средний,1,1,0.0093,0.52,17000.0,0.532,2,0
2341,39,93.7,1723574,1959,муж.,неоконч. высшее,68877.0,1,104.986,0,низкий,1,1,0.0076,0.27,19000.0,0.172,3,0
2342,71,76.0,134283,1953,жен.,среднее,63996.0,0,130.047,0,средний,1,1,0.0074,1.05,36000.0,0.108,3,0
2343,33,60.1,810309,1990,муж.,среднее,30705.0,0,111.799,0,низкий,0,1,0.008,0.71,92000.0,0.871,3,0
2344,42,54.7,1831669,1994,муж.,ср. общ.,62773.0,0,98.979,0,высокий,1,0,0.0084,0.55,54000.0,0.04,2,0
2345,35,100.5,1058230,1953,муж.,среднее,62851.0,0,86.317,0,высокий,1,1,0.0075,-1.06,30000.0,0.277,3,0
2346,14,65.9,1011258,1992,жен.,среднее,52885.0,1,111.391,0,средний,0,0,0.0084,1.17,100000.0,0.151,3,0
2347,71,62.9,796615,1957,муж.,уч. степень,13680.0,1,107.437,0,низкий,0,1,0.007,-2.31,139000.0,0.931,1,0
2348,90,86.5,1127700,1964,муж.,среднее,82760.0,0,103.039,0,средний,1,0,0.0076,-0.03,12000.0,0.19,4,0
2349,56,56.6,1411107,1988,NA,NA,60086.0,0,124.634,0,низкий,1,0,0.0077,2.08,139000.0,0.017,5,0
2350,82,61.7,1562531,1999,муж.,высшее,73272.0,0,118.878,0,средний,1,1,0.0087,-1.72,28000.0,0.024,3,0
2351,79,73.0,519483,1996,жен.,среднее,55495.0,0,124.968,0,средний,1,1,0.0085,-1.23,79000.0,0.969,2,0
2352,57,89.1,1094594,1997,муж.,высшее,52758.0,0,116.512,0,низкий,1,0,0.0079,-0.48,131000.0,0.512,3,0
2353,13,51.4,2211971,1977,муж.,среднее,11630.0,1,93.653,0,средний,1,1,0.0078,4.58,123000.0,0.172,1,0
2354,11,69.7,175484,1984,жен.,уч. степень,56069.0,0,108.623,0,высокий,0,1,0.0088,-0.65,180000.0,0.201,4,0
2355,92,59.8,732204,1955,жен.,ср. специальное,60336.0,0,82.782,0,средний,1,1,0.0072,-0.49,183000.0,0.428,2,0
2356,89,94.0,196136,1990,муж.,среднее,11715.0,1,103.816,1,средний,1,1,0.0071,3.46,92000.0,0.198,4,0
2357,61,88.1,923123,1968,муж.,высшее,11456.0,0,104.698,0,низкий,1,1,0.007,0.74,45000.0,0.277,2,0
2358,58,92.7,1758021,1994,NA,высшее,64589.0,0,77.921,0,низкий,0,1,0.0093,-1.73,94000.0,0.652,5,0
2359,91,41.8,1388984,1975,муж.,ср. специальное,38466.0,0,113.587,0,средний,1,1,0.0086,0.12,149000.0,0.421,1,0
2360,66,45.6,476033,1997,жен.,уч. степень,35993.0,0,111.623,0,средний,1,0,0.0093,2.44,104000.0,0.223,1,0
2361,65,60.9,680608,2002,муж.,уч. степень,42295.0,0,105.046,0,средний,1,1,0.0074,-0.25,67000.0,0.743,1,0
2362,42,80.1,1253685,1949,NA,среднее,27861.0,1,106.573,0,средний,1,0,0.0076,0.84,122000.0,0.437,2,0
2363,69,56.5,1076831,1993,жен.,среднее,33639.0,1,117.568,0,средний,1,0,0.0073,-3.23,45000.0,0.849,2,0
2364,61,54.1,537734,1985,жен.,среднее,28786.0,0,110.239,0,низкий,1,0,0.0091,0.85,58000.0,0.64,1,0
2365,50,70.9,2124846,1961,жен.,среднее,35667.0,1,94.523,0,низкий,1,1,0.0077,-3.34,133000.0,0.664,3,0
2366,88,77.4,2057910,1973,жен.,высшее,32611.0,0,101.04,0,низкий,1,0,0.0083,0.87,23000.0,0.906,4,0
2367,17,63.4,2130778,1990,жен.,высшее,34149.0,1,101.239,0,средний,1,0,0.008,-1.29,163000.0,0.805,2,0
2368,45,48.7,709116,2002,жен.,неоконч. высшее,26511.0,1,109.474,0,средний,1,0,0.0094,-0.71,32000.0,0.398,3,0
2369,26,97.0,2102898,1963,жен.,высшее,56208.0,1,107.59,0,средний,0,0,0.0071,-1.73,94000.0,0.509,4,0
2370,80,74.7,1383574,1970,муж.,неоконч. высшее,37728.0,0,110.366,0,низкий,1,1,0.0083,0.99,186000.0,0.515,3,0
2371,19,77.4,871534,1987,NA,неоконч. высшее,17342.0,1,113.843,0,низкий,1,0,0.0093,-1.07,159000.0,0.057,3,0
2372,82,61.3,146243,1997,муж.,среднее,21322.0,1,109.93,0,низкий,0,1,0.0088,2.33,168000.0,0.446,3,0
2373,21,42.9,689061,1996,муж.,ср. специальное,59539.0,0,91.674,0,высокий,0,0,0.0076,3.91,34000.0,0.135,2,0
2374,76,76.8,466315,2002,жен.,ср. общ.,64481.0,0,107.154,0,средний,1,0,0.0074,0.48,109000.0,0.247,1,0
2375,14,117.3,148247,2002,муж.,начальное,11325.0,0,93.863,0,низкий,1,0,0.0076,-1.6,33000.0,0.269,4,0
2376,88,28.7,1165729,1962,NA,высшее,13821.0,0,97.406,0,низкий,1,1,0.0071,2.79,55000.0,0.596,2,0
2377,20,50.2,452804,1995,муж.,среднее,18357.0,0,102.551,0,средний,1,0,0.0087,-3.54,64000.0,0.492,3,0
2378,97,57.2,1198047,1974,жен.,высшее,16830.0,0,108.252,0,средний,0,1,0.0085,-2.38,114000.0,0.051,2,0
2379,55,57.7,658521,1959,жен.,ср. специальное,53255.0,0,107.714,0,низкий,1,0,0.0083,-0.86,214000.0,0.856,3,0
2380,32,40.1,993543,1989,муж.,ср. общ.,38655.0,0,93.714,0,NA,1,0,0.0087,3.41,33000.0,0.36,3,0
2381,39,94.2,1249557,1986,жен.,среднее,51025.0,1,101.765,0,высокий,1,0,0.0093,0.35,108000.0,0.212,3,0
2382,52,63.0,1639983,1968,муж.,среднее,33883.0,0,100.914,1,высокий,1,1,0.0082,-1.5,12000.0,0.251,4,0
2383,18,69.0,624086,1960,муж.,среднее,82423.0,0,104.242,0,высокий,0,1,0.0089,-0.67,112000.0,0.433,1,0
2384,30,75.1,1156132,1961,муж.,ср. общ.,68251.0,0,92.791,0,средний,1,0,0.0069,-1.02,70000.0,0.937,2,0
2385,29,66.6,2218872,1984,муж.,среднее,11570.0,0,83.057,0,средний,0,1,0.0075,1.7,64000.0,0.66,2,0
2386,66,83.6,1949075,1970,жен.,среднее,74473.0,0,92.08,0,низкий,1,0,0.0086,-0.59,196000.0,0.21,1,0
2387,93,99.3,779365,1974,муж.,высшее,33089.0,0,113.758,0,средний,1,0,0.0081,1.64,54000.0,0.588,3,0
2388,36,59.7,598422,1991,муж.,неоконч. высшее,23399.0,1,111.556,1,средний,0,1,0.0082,4.0,160000.0,0.043,2,0
2389,34,79.4,1200977,1983,жен.,ср. общ.,36871.0,0,102.799,0,средний,0,1,0.0071,-1.61,38000.0,0.062,3,0
2390,42,121.8,341360,1962,муж.,неоконч. высшее,34492.0,0,101.625,0,высокий,1,1,0.0084,1.66,75000.0,0.322,2,0
2391,52,83.0,745350,1981,жен.,высшее,40854.0,0,100.56,0,средний,0,1,0.0081,-1.09,152000.0,0.75,4,0
2392,15,52.0,771782,1975,жен.,высшее,27173.0,1,95.062,0,высокий,0,1,0.007,1.74,91000.0,0.653,3,0
2393,21,72.5,1572088,1989,муж.,ср. общ.,15672.0,0,112.896,0,высокий,0,0,0.0084,-2.69,60000.0,0.942,1,0
2394,71,60.3,718181,1957,жен.,ср. общ.,59089.0,0,95.06,0,средний,1,0,0.0075,-1.08,57000.0,0.681,5,0
2395,69,63.3,1915783,1981,жен.,среднее,27050.0,0,96.74,0,низкий,0,1,0.0071,-3.31,24000.0,0.64,3,0
2396,90,66.8,2212682,1953,NA,высшее,43213.0,0,106.906,0,высокий,0,1,0.0093,2.01,51000.0,0.863,1,0
2397,94,81.9,1751641,2002,NA,неоконч. высшее,41243.0,0,96.369,0,низкий,1,0,0.0083,4.47,69000.0,0.162,1,0
2398,88,85.9,130360,1971,муж.,среднее,74890.0,0,92.464,0,низкий,1,0,0.0092,-0.21,64000.0,0.996,2,0
2399,89,68.8,417584,1978,жен.,среднее,21705.0,0,97.077,0,средний,1,0,0.009,0.77,83000.0,0.958,1,0
2400,93,84.4,302859,1991,муж.,неоконч. высшее,59421.0,0,109.434,0,высокий,1,1,0.0095,0.0,151000.0,0.396,3,0
2401,41,28.0,1343695,2002,муж.,среднее,44522.0,0,96.469,0,NA,1,1,0.0073,-0.57,130000.0,0.089,2,0
2402,86,52.6,288603,1969,муж.,NA,10330.0,0,104.105,0,высокий,1,1,0.0084,0.11,45000.0,0.095,4,0
2403,48,52.5,1166708,1983,жен.,неоконч. высшее,64302.0,0,98.253,0,низкий,1,0,0.0088,1.47,126000.0,0.205,1,0
2404,20,121.8,1695399,1970,муж.,высшее,33799.0,0,105.237,0,средний,1,1,0.0078,-2.46,117000.0,0.194,3,0
2405,95,74.4,622789,1974,муж.,ср. специальное,53744.0,0,99.136,0,низкий,1,0,0.0082,-0.37,40000.0,0.748,1,0
2406,91,53.4,1229512,1964,жен.,неоконч. высшее,32471.0,0,96.859,0,низкий,1,1,0.0088,0.94,27000.0,0.184,4,0
2407,86,66.0,746183,1984,жен.,среднее,55706.0,1,103.824,0,низкий,0,1,0.0071,1.77,85000.0,0.889,1,0
2408,90,61.3,1973318,1945,муж.,среднее,27124.0,0,83.015,0,низкий,1,0,0.0083,0.52,78000.0,0.863,3,0
2409,85,76.8,468652,1959,жен.,уч. степень,56011.0,0,104.59,0,высокий,1,0,0.0084,4.21,117000.0,0.275,1,0
2410,10,77.0,1843113,1988,жен.,высшее,18668.0,1,105.514,0,высокий,1,1,0.0092,0.3,100000.0,0.704,1,0
2411,50,46.0,944334,1983,муж.,ср. специальное,65634.0,0,107.367,0,высокий,1,0,0.0081,0.37,154000.0,0.024,1,0
